27.7130777778,87.2598444444,2637
27.7122527778,87.2617944444,2695
27.7197583333,87.2516583333,2711
27.7122583333,87.2621194444,2723
27.7236805556,87.2490083333,2734
27.7234027778,87.2493361111,2734
27.7231194444,87.2493416667,2736
27.7228361111,87.2493444444,2736
27.7245277778,87.2489944444,2738
27.7239638889,87.2490055556,2739
27.7242472222,87.249,2745
27.7250972222,87.2493083333,2754
27.7256638889,87.2493,2755
27.7253805556,87.2493055556,2756
27.7248138889,87.2493138889,2758
27.7265138889,87.2496111111,2763
27.7262333333,87.2496138889,2763
27.72595,87.2496194444,2765
27.7282138889,87.2499055556,2771
27.7290666667,87.2502166667,2774
27.6647805556,87.61405,2774
27.72935,87.2502111111,2775
27.6647944444,87.6153416667,2775
27.7279305556,87.2499111111,2776
27.6645083333,87.6150222222,2776
27.6647972222,87.6156638889,2776
27.7307666667,87.2505111111,2777
27.7296305556,87.2502055556,2777
27.6648,87.6159861111,2777
27.7287833333,87.2502194444,2778
27.6647833333,87.6143722222,2780
27.6645027778,87.6146972222,2780
27.72765,87.2499138889,2782
27.7302,87.2505222222,2785
27.7285,87.250225,2785
27.6650861111,87.6163055556,2785
27.7273666667,87.2499194444,2787
27.7299194444,87.250525,2788
27.6650583333,87.6137222222,2788
27.7268027778,87.2499277778,2789
27.7321861111,87.2511361111,2790
27.7319055556,87.2511388889,2790
27.7316222222,87.2511444444,2790
27.7270833333,87.249925,2790
27.7324694444,87.2511305556,2792
27.6650888889,87.6166305556,2801
27.6653388889,87.6133944444,2806
27.7327555556,87.25145,2807
27.6653361111,87.6130722222,2829
27.7352944444,87.2510861111,2844
27.7347305556,87.2510944444,2846
27.7350138889,87.2510916667,2850
27.6656138889,87.6127444444,2865
27.6601944444,87.6076444444,2869
27.7392361111,87.2497305556,2877
27.7389527778,87.2497361111,2878
27.6599055556,87.6070027778,2883
27.7383916667,87.2500666667,2884
27.738675,87.2500611111,2885
27.6658944444,87.6124194444,2886
27.665375,87.61695,2892
27.6601888889,87.6073222222,2894
27.6599,87.6066805556,2894
27.6596138889,87.6063611111,2899
27.6607611111,87.6079611111,2909
27.7409361111,87.250025,2917
27.660475,87.6076416667,2917
27.349275,87.9321166667,2922
27.6658916667,87.6120972222,2923
27.3492722222,87.9317944444,2924
27.7412222222,87.2503444444,2928
27.6596111111,87.6060361111,2931
27.3492694444,87.9314722222,2934
27.6168555556,87.4651305556,2940
27.3492666667,87.93115,2944
27.6596083333,87.6057138889,2947
27.6165722222,87.4651361111,2949
27.6653777778,87.6172722222,2951
27.3495583333,87.9324361111,2953
27.3492638889,87.9308277778,2961
27.6596055556,87.6053916667,2962
27.6783361111,87.7001527778,2965
27.6786194444,87.7004722222,2967
27.3492611111,87.9305055556,2968
27.6171361111,87.4651277778,2968
27.6789027778,87.7004694444,2968
27.6162861111,87.4648166667,2968
27.3495611111,87.9327583333,2971
27.6780527778,87.7001555556,2971
27.6160027778,87.4648194444,2972
27.6610444444,87.6079583333,2972
27.3492583333,87.9301833333,2976
27.6596027778,87.6050666667,2976
27.6791888889,87.7007888889,2977
27.7418,87.2513055556,2980
27.6777694444,87.7001611111,2981
27.6661722222,87.6117694444,2982
27.6593166667,87.6047472222,2984
27.6774861111,87.7001638889,2987
27.6664666667,87.6708916667,2989
27.6519194444,87.6571777778,2990
27.6729472222,87.6982777778,2991
27.6791916667,87.7011138889,2994
27.6174194444,87.4651222222,2995
27.6732277778,87.698275,2995
27.7420861111,87.251625,2997
27.6772055556,87.7001666667,2998
27.6473777778,87.6552944444,2999
